"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,,,,,,,,,,,,
Rank,Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Normalized Eigenfactor
12358,ARS COMBINATORIA,ARS COMBINATORIA,0381-7032,"1,270",0.192,0.179,0.274,0.053,188,10.1,10.2,0.001580,0.113,100.00,0.796,0.18880
12359,Acta Bioethica,ACTA BIOETH,1726-569X,88,0.191,0.191,0.252,0.000,25,Not Available,9.3,0.000050,0.028,100.00,3.079,0.00698
12359,Acta Bioethica,ACTA BIOETH,1726-569X,88,0.191,0.191,0.252,0.000,25,Not Available,9.3,0.000050,0.028,100.00,3.079,0.00698
12361,KAGAKU KOGAKU RONBUNSHU,KAGAKU KOGAKU RONBUN,0386-216X,285,0.190,0.071,0.161,0.089,45,10.2,10.0,0.000090,0.024,100.00,2.536,0.01177
12361,Turk Gogus Kalp Damar Cerrahisi Dergisi-Turkish Journal of Thoracic and Cardiovascular Surgery,TURK GOGUS KALP DAMA,1301-5680,251,0.190,0.116,0.152,0.038,104,6.2,10.1,0.000150,0.016,96.15,0.739,0.01878
12363,Revue Roumaine de Linguistique-Romanian Review of Linguistics,REV ROUM LINGUIST,0035-3957,78,0.189,0.162,0.194,0.083,24,Not Available,10.3,0.000030,0.024,100.00,4.076,0.00407
12364,KGK-Kautschuk Gummi Kunststoffe,KGK-KAUT GUMMI KUNST,0948-3276,397,0.188,0.167,0.247,0.018,55,10.3,10.1,0.000140,0.041,96.36,1.768,0.01715
12364,Revista MVZ Cordoba,REV MVZ CORDOBA,0122-0268,248,0.188,0.167,0.370,0.063,32,6.8,8.6,0.000240,0.067,90.63,4.098,0.02882
12366,BETRIEBSWIRTSCHAFTLICHE FORSCHUNG UND PRAXIS,BETRIEB FORSCH PRAX,0340-5370,144,0.186,0.153,0.222,0.048,21,9.5,10.0,0.000050,0.024,100.00,0.285,0.00607
12366,Diabetologe,DIABETOLOGE,1860-9716,72,0.186,0.115,0.143,0.172,58,Not Available,4.3,0.000070,0.020,98.28,1.724,0.00860
12368,Analytical and Quantitative Cytopathology and Histopathology,ANAL QUANT CYTOPATHO,0884-6812,494,0.185,0.163,0.405,0.000,37,10.3,8.7,0.000250,0.082,100.00,0.777,0.03069
12368,OBSERVATORY,OBSERVATORY,0029-7704,286,0.185,0.074,0.254,0.769,13,10.4,10.3,0.000070,0.083,100.00,0.725,0.00922
12370,Telos,TELOS-US,0090-6514,88,0.183,0.065,0.230,0.043,46,Not Available,10.2,0.000090,0.036,93.48,1.893,0.01170
12371,Anthropological Notebooks,ANTHROPOL NOTEB,1408-032X,113,0.182,0.182,0.500,Not Available,0,Not Available,6.4,0.000140,0.100,Not Available,2.778,0.01665
12371,CALIFORNIA FISH AND GAME,CALIF FISH GAME,0008-1078,382,0.182,0.152,0.374,0.000,13,10.4,10.3,0.000140,0.096,92.31,1.589,0.01729
12371,JOURNAL OF THE ENTOMOLOGICAL RESEARCH SOCIETY,J ENTOMOL RES SOC,1302-0250,120,0.182,0.167,0.256,0.067,30,6.8,10.2,0.000180,0.084,100.00,0.510,0.02161
12374,International Journal of Clinical and Experimental Medicine,INT J CLIN EXP MED,1940-5901,"6,960",0.181,0.173,0.744,0.015,"1,737",3.6,6.7,0.018530,0.157,83.88,1.103,2.20464
12375,Monatsschrift fur Kriminologie und Strafrechtsreform,MONATS KRIMINOL,0026-9301,103,0.180,0.140,0.405,0.000,21,4.2,9.5,0.000210,0.104,100.00,2.308,0.02509
12376,TOPIA-Canadian Journal of Cultural Studies,TOPIA,1206-0143,55,0.179,0.154,0.189,0.000,5,Not Available,9.7,0.000050,0.041,100.00,8.537,0.00617
12376,WEST INDIAN MEDICAL JOURNAL,W INDIAN MED J,0043-3144,950,0.179,0.175,0.395,0.060,83,8.4,10.0,0.000790,0.090,93.98,2.188,0.09464
12378,NIPPON SUISAN GAKKAISHI,NIPPON SUISAN GAKK,0021-5392,"1,333",0.177,0.115,0.274,0.054,148,10.4,10.1,0.000280,0.039,100.00,0.962,0.03405
12379,Investigacion Bibliotecologica,INVESTIG BIBLIOTECOL,0187-358X,103,0.176,0.162,0.321,0.050,40,6.5,10.1,0.000060,0.033,100.00,7.303,0.00722
12379,JOURNAL OF POPULAR CULTURE,J POP CULT,0022-3840,561,0.176,0.160,0.291,0.086,70,10.2,10.1,0.000230,0.053,100.00,6.098,0.02799
12379,Journal of Policy History,J POLICY HIST,0898-0306,167,0.176,0.176,0.308,0.080,25,10.0,10.4,0.000330,0.195,96.00,4.374,0.03986
12382,B E Journal of Theoretical Economics,BE J THEOR ECON,1935-1704,166,0.173,0.173,0.248,0.139,36,8.7,10.2,0.000220,0.159,100.00,1.515,0.02619
12382,Informacao & Sociedade-Estudos,INFORM SOC-ESTUD,0104-0146,138,0.173,0.125,0.234,0.051,59,7.3,10.0,0.000010,0.006,76.27,6.180,0.00184
12382,Signa Vitae,SIGNA VITAE,1334-5605,62,0.173,0.173,0.151,0.000,29,Not Available,9.0,0.000110,0.041,89.66,8.621,0.01403
12382,Tekstil ve Konfeksiyon,TEKST KONFEKSIYON,1300-3356,203,0.173,0.091,0.301,0.049,41,6.8,9.3,0.000170,0.049,100.00,6.250,0.02109
12386,FLEISCHWIRTSCHAFT,FLEISCHWIRTSCHAFT,0015-363X,291,0.172,0.048,0.100,0.075,93,10.2,9.1,0.000080,0.012,100.00,2.593,0.01037
12387,SOLID STATE TECHNOLOGY,SOLID STATE TECHNOL,0038-111X,175,0.171,0.171,0.123,0.094,32,Not Available,10.3,0.000040,0.016,100.00,0.420,0.00538
12387,Tijdschrift voor Rechtsgeschiedenis-Revue d Histoire du Droit-The Legal History Review,TIJDSCHR RECHTSGESCH,0040-7585,58,0.171,0.171,0.140,0.000,15,Not Available,10.4,0.000030,0.030,100.00,5.955,0.00398
12389,Clinical and Experimental Obstetrics & Gynecology,CLIN EXP OBSTET GYN,0390-6663,747,0.170,0.156,0.359,0.006,176,6.5,10.1,0.001170,0.093,90.34,1.807,0.13971
12389,Hong Kong Journal of Emergency Medicine,HONG KONG J EMERG ME,1024-9079,140,0.170,0.159,0.163,0.035,57,7.9,8.1,0.000130,0.038,89.47,5.172,0.01557
12389,Slovenian Veterinary Research,SLOV VET RES,1580-4003,78,0.170,0.152,0.191,0.000,69,Not Available,10.0,0.000100,0.043,95.65,6.738,0.01196
12392,Open House International,OPEN HOUSE INT,0168-2601,121,0.169,0.169,0.220,0.052,58,7.1,8.7,0.000110,0.036,98.28,0.841,0.01409
12393,JOURNAL OF CAMEL PRACTICE AND RESEARCH,J CAMEL PRACT RES,0971-6777,188,0.168,0.109,0.205,0.022,45,10.1,10.2,0.000130,0.041,95.56,6.028,0.01655
12393,Journal of the Anatomical Society of India,J ANAT SOC INDIA,0003-2778,240,0.168,0.158,0.267,0.000,47,10.2,10.2,0.000110,0.039,100.00,2.381,0.01331
12395,MOUVEMENT SOCIAL,MOUVEMENT SOC,0027-2671,168,0.167,0.130,0.149,0.000,30,10.3,10.2,0.000090,0.053,100.00,5.789,0.01164
12395,PHYSICS WORLD,PHYS WORLD,0953-8585,349,0.167,0.167,0.150,0.091,44,Not Available,10.4,0.000180,0.062,100.00,0.617,0.02204
12395,Papeles de Poblacion,PAPELES POBLAC,1405-7425,206,0.167,0.167,0.420,Not Available,0,Not Available,9.0,0.000220,0.107,Not Available,1.724,0.02649
12395,Revista Chilena de Derecho,REV CHIL DERECH-PUCC,0718-3437,105,0.167,0.154,0.259,0.000,35,6.2,10.1,0.000030,0.014,94.29,4.392,0.00426
12395,SAMPE JOURNAL,SAMPE J,0091-1062,182,0.167,0.143,0.308,0.000,23,10.3,6.0,0.000060,0.057,100.00,0.540,0.00813
12395,Scandia,SCANDIA,0036-5483,31,0.167,0.167,0.082,0.000,5,Not Available,10.2,0.000010,0.025,100.00,5.789,0.00235
12395,ZUCHTUNGSKUNDE,ZUCHTUNGSKUNDE,0044-5401,167,0.167,0.121,0.196,0.219,32,10.1,8.2,0.000090,0.043,84.38,2.459,0.01072
12402,Annals of Economics and Finance,ANN ECON FINANC,1529-7373,265,0.162,0.162,0.725,0.000,29,8.6,10.2,0.000370,0.258,100.00,1.240,0.04417
12402,CENTAURUS,CENTAURUS,0008-8994,161,0.162,0.162,0.525,0.000,5,10.1,10.2,0.000280,0.269,100.00,4.734,0.03376
12402,CENTAURUS,CENTAURUS,0008-8994,161,0.162,0.162,0.525,0.000,5,10.1,10.2,0.000280,0.269,100.00,4.734,0.03376
12402,Gestion y Politica Publica,GEST POLIT PUBLICA,1405-1079,117,0.162,0.135,0.400,0.120,25,7.1,9.4,0.000070,0.058,100.00,5.319,0.00907
12406,VIROLOGIE,VIROLOGIE,1267-8694,49,0.161,0.129,0.115,0.167,18,Not Available,6.7,0.000020,0.022,5.56,1.389,0.00324
12407,Britain and the World,BRIT WORLD,2043-8567,22,0.158,0.105,0.226,0.000,10,Not Available,10.3,0.000060,0.094,100.00,3.684,0.00786
12407,JOURNAL OF THE INDIAN CHEMICAL SOCIETY,J INDIAN CHEM SOC,0019-4522,898,0.158,0.128,0.113,0.017,181,10.3,10.1,0.000240,0.016,97.79,0.291,0.02881
12407,POSTEPY BIOLOGII KOMORKI,POSTEPY BIOL KOMORKI,0324-833X,69,0.158,0.088,0.167,0.000,21,Not Available,8.3,0.000040,0.018,100.00,0.259,0.00481
12410,ANTHROPOS,ANTHROPOS,0257-9774,327,0.157,0.157,0.160,0.107,28,10.4,10.3,0.000040,0.027,100.00,1.667,0.00531
12411,ITE JOURNAL-INSTITUTE OF TRANSPORTATION ENGINEERS,ITE J,0162-8178,289,0.155,0.124,0.172,0.040,50,10.3,5.3,0.000160,0.050,100.00,0.865,0.02015
12411,Tempo Social,TEMPO SOC,0103-2070,163,0.155,0.155,0.288,0.026,38,10.2,10.2,0.000080,0.045,100.00,1.689,0.01036
12413,Africana Linguistica,AFR LINGUIST,0065-4124,66,0.154,0.154,0.432,0.000,7,Not Available,10.2,0.000110,0.196,100.00,3.533,0.01353
12413,SCIENCES SOCIALES ET SANTE,SCI SOC SANTE,0294-0337,143,0.154,0.128,0.241,0.059,17,10.3,10.2,0.000050,0.050,100.00,1.507,0.00689
12415,FOOD TECHNOLOGY,FOOD TECHNOL-CHICAGO,0015-6639,"1,647",0.153,0.145,0.190,0.064,47,10.5,1.8,0.000130,0.034,100.00,1.852,0.01653
12415,MATERIALS PERFORMANCE,MATER PERFORMANCE,0094-1492,378,0.153,0.120,0.166,0.121,66,10.3,9.9,0.000150,0.029,98.48,1.515,0.01831
12417,LAW LIBRARY JOURNAL,LAW LIBR J,0023-9283,86,0.151,0.151,0.177,Not Available,0,Not Available,Not Available,0.000060,0.037,Not Available,4.386,0.00763
12417,Langages,LANGAGES,0458-726X,289,0.151,0.151,Not Available,Not Available,0,Not Available,10.3,0.000020,Not Available,Not Available,2.989,0.00315
12419,ALLERGOLOGIE,ALLERGOLOGIE,0344-5062,134,0.150,0.110,0.142,0.218,55,8.2,7.8,0.000070,0.019,20.00,1.852,0.00857
12419,FORUM DER PSYCHOANALYSE,FORUM PSYCHOANAL,0178-7667,76,0.150,0.083,0.109,0.207,29,Not Available,10.2,0.000020,0.015,96.55,3.846,0.00319
12421,Pure and Applied Mathematics Quarterly,PURE APPL MATH Q,1558-8599,281,0.149,0.149,0.509,0.000,6,9.8,10.2,0.001020,0.671,100.00,0.337,0.12223
12422,AMA-Agricultural Mechanization in Asia Africa and Latin America,AMA-AGR MECH ASIA AF,0084-5841,112,0.148,0.120,0.124,0.036,56,10.0,10.2,0.000090,0.028,96.43,3.846,0.01156
12423,ALLGEMEINE FORST UND JAGDZEITUNG,ALLG FORST JAGDZTG,0002-5852,260,0.147,0.118,0.347,0.000,5,10.2,9.3,0.000080,0.069,100.00,0.746,0.01062
12423,UNIVERSITY OF PITTSBURGH LAW REVIEW,U PITT LAW REV,0041-9915,189,0.147,0.147,0.250,0.000,19,10.3,6.9,0.000080,0.070,100.00,3.041,0.01010
12425,Journal of African Law,J AFR LAW,0021-8553,199,0.146,0.146,0.382,0.100,20,10.3,10.1,0.000160,0.139,95.00,2.365,0.01949
12426,Bulletin de la Societe Linneenne de Lyon,B SOC LINN LYON,2554-5280,175,0.143,0.000,0.118,0.063,16,10.4,10.3,0.000020,0.012,100.00,1.724,0.00243
12426,FORKTAIL,FORKTAIL,0950-1746,132,0.143,0.143,0.336,Not Available,0,Not Available,10.1,0.000210,0.145,Not Available,1.786,0.02581
12426,GRUPPENPSYCHOTHERAPIE UND GRUPPENDYNAMIK,GRUPPENPSYCHOTHER GR,0017-4947,51,0.143,0.071,0.149,0.214,14,Not Available,10.2,0.000020,0.019,100.00,1.923,0.00276
12426,Hacienda Publica Espanola-Review of Public Economics,HACIENDA PUBLICA ESP,0210-1173,265,0.143,0.095,0.376,0.150,20,10.3,10.1,0.000090,0.069,95.00,0.964,0.01088
12426,MAGYAR ALLATORVOSOK LAPJA,MAGY ALLATORVOSOK,0025-004X,139,0.143,0.057,0.102,0.123,65,8.1,10.1,0.000060,0.013,92.31,5.319,0.00792
12431,INTERDISCIPLINARY SCIENCE REVIEWS,INTERDISCIPL SCI REV,0308-0188,306,0.140,0.140,0.380,0.708,24,10.2,10.0,0.000150,0.099,100.00,1.083,0.01880
12431,INTERDISCIPLINARY SCIENCE REVIEWS,INTERDISCIPL SCI REV,0308-0188,306,0.140,0.140,0.380,0.708,24,10.2,10.0,0.000150,0.099,100.00,1.083,0.01880
12431,Pedagogische Studien,PEDAGOG STUD,0165-0645,83,0.140,0.140,0.153,0.043,23,Not Available,9.4,0.000070,0.041,100.00,1.440,0.00836
12434,BIOTECHNOLOGY LAW REPORT,BIOTECHNOL LAW REP,0730-031X,42,0.138,0.069,0.182,0.125,16,Not Available,6.0,0.000050,0.030,93.75,0.309,0.00627
12435,Philippine Journal of Crop Science,PHILIPP J CROP SCI,0115-463X,114,0.135,0.096,0.234,0.000,28,9.2,10.2,0.000060,0.039,100.00,2.809,0.00753
12436,HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU,HOUILLE BLANCHE,0018-6368,402,0.133,0.108,0.310,0.148,54,10.2,9.8,0.000280,0.067,100.00,0.549,0.03333
12436,JOURNAL OF THE COPYRIGHT SOCIETY OF THE USA,J COPYRIGHT SOC USA,0886-3520,76,0.133,0.133,0.184,0.000,8,Not Available,10.0,0.000050,0.053,100.00,1.689,0.00628
12436,JOURNAL OF VISUAL CULTURE,J VIS CULT,1470-4129,217,0.133,0.089,0.490,0.000,19,8.5,10.0,0.000210,0.113,100.00,3.659,0.02548
12436,Theoretical Biology Forum,THEOR BIOL FORUM,2282-2593,16,0.133,0.133,0.163,Not Available,0,Not Available,Not Available,0.000010,0.024,Not Available,0.575,0.00158
12440,Bilig,BILIG,1301-0549,116,0.132,0.104,0.153,0.047,43,7.0,10.2,0.000080,0.024,100.00,3.378,0.01008
12440,Studies in Symbolic Interaction,STUD SYMB INTERACT,0163-2396,120,0.132,0.132,0.173,Not Available,0,Not Available,10.2,0.000110,0.083,Not Available,1.014,0.01353
12442,Nordic Journal of Linguistics,NORD J LINGUIST,0332-5865,83,0.130,0.130,0.371,0.154,13,Not Available,10.1,0.000100,0.131,100.00,2.446,0.01271
12442,Revista de Economia Mundial,REV ECON MUND,1576-0162,120,0.130,0.130,0.408,0.063,16,6.1,10.0,0.000090,0.051,87.50,0.689,0.01147
12442,TOPICS IN GERIATRIC REHABILITATION,TOP GERIATR REHABIL,0882-7524,296,0.130,0.130,0.314,0.056,36,10.1,8.9,0.000190,0.078,83.33,1.057,0.02298
12442,ZEITSCHRIFT FUR DIALEKTOLOGIE UND LINGUISTIK,Z DIALEKTOL LINGUIST,0044-1449,61,0.130,0.000,0.233,0.167,6,Not Available,10.2,0.000010,0.034,100.00,2.446,0.00231
12446,STUDIES IN EAST EUROPEAN THOUGHT,STUD E EUR THOUGHT,0925-9392,76,0.128,0.106,0.150,0.000,17,Not Available,10.4,0.000030,0.026,100.00,0.926,0.00407
12447,Uluslararasi Iliskiler-International Relations,ULUSLAR ILISKILER,1304-7310,63,0.127,0.111,0.215,0.000,34,Not Available,6.3,0.000040,0.024,100.00,0.549,0.00510
12448,MATHEMATICAL INTELLIGENCER,MATH INTELL,0343-6993,532,0.125,0.088,0.246,0.222,27,10.4,10.3,0.000370,0.141,100.00,0.159,0.04487
12448,Revue de Geographie Alpine-Journal of Alpine Research,REV GEOGR ALP,0035-1121,205,0.125,0.054,0.385,0.030,33,10.1,8.2,0.000150,0.082,100.00,0.602,0.01840
12450,PFERDEHEILKUNDE,PFERDEHEILKUNDE,0177-7726,244,0.122,0.122,0.154,Not Available,0,Not Available,10.2,0.000150,0.042,Not Available,4.610,0.01845
12451,INTERNATIONAL SUGAR JOURNAL,INT SUGAR J,0020-8841,293,0.121,0.097,0.126,0.023,86,10.2,10.2,0.000160,0.030,98.84,1.398,0.01933
12452,HASELTONIA,HASELTONIA,1070-0048,69,0.120,0.120,0.345,Not Available,0,Not Available,Not Available,0.000090,0.128,Not Available,1.535,0.01103
12453,Mediterranean Historical Review,MEDITERR HIST REV,0951-8967,100,0.118,0.059,0.237,0.000,9,10.2,10.3,0.000070,0.142,100.00,2.632,0.00847
12454,Amme Idaresi Dergisi,AMME IDARESI DERG,1300-1795,104,0.114,0.068,0.182,0.037,27,10.1,10.3,0.000020,0.016,100.00,3.191,0.00305
12454,INTERNATIONAL SURGERY,INT SURG,0020-8868,"1,187",0.114,0.114,0.782,0.125,16,7.1,9.2,0.001600,0.189,93.75,0.246,0.19091
12456,Ideggyogyaszati Szemle-Clinical Neuroscience,IDEGGYOGY SZEMLE,0019-1442,144,0.113,0.093,0.236,0.041,49,6.6,10.0,0.000150,0.045,75.51,0.407,0.01877
12457,TIERAERZTLICHE UMSCHAU,TIERAERZTL UMSCHAU,0049-3864,121,0.112,0.079,0.085,0.111,36,10.2,8.4,0.000050,0.015,91.67,3.901,0.00626
12458,Boletin de Malariologia y Salud Ambiental,B MALARIOL SALUD AMB,1690-4648,75,0.111,0.111,0.177,0.111,9,Not Available,5.6,0.000040,0.038,100.00,0.957,0.00576
12459,Croatian Journal of Education-Hrvatski Casopis za Odgoj i obrazovanje,CROAT J EDUC,1848-5189,101,0.109,0.070,0.220,0.000,50,4.1,10.0,0.000170,0.035,98.00,1.029,0.02099
12459,TRAMES-Journal of the Humanities and Social Sciences,TRAMES-J HUMANIT SOC,1406-0922,119,0.109,0.087,0.343,0.000,25,8.9,10.1,0.000090,0.068,100.00,0.481,0.01160
12461,Indian Journal of Horticulture,INDIAN J HORTIC,0972-8538,311,0.108,0.108,0.128,Not Available,0,Not Available,10.1,0.000330,0.043,Not Available,4.167,0.04022
12462,DRUGS OF THE FUTURE,DRUG FUTURE,0377-8282,327,0.104,0.104,0.109,0.000,72,9.6,5.0,0.000190,0.031,94.44,0.187,0.02335
12462,ISSUES IN LAW & MEDICINE,ISSUES LAW MED,8756-8160,65,0.104,0.083,0.230,0.154,13,Not Available,10.2,0.000030,0.041,92.31,1.014,0.00471
12462,Medizinische Genetik,MED GENET-BERLIN,0936-5931,28,0.104,0.104,0.123,0.065,31,Not Available,6.6,0.000020,0.012,100.00,1.437,0.00239
12465,Range Management and Agroforestry,RANGE MANAG AGROFOR,0971-2070,65,0.103,0.103,0.157,Not Available,0,Not Available,Not Available,0.000090,0.034,Not Available,0.562,0.01162
12466,ZKG INTERNATIONAL,ZKG INT,2366-1313,124,0.101,0.076,0.158,0.051,59,7.7,8.6,0.000090,0.023,100.00,0.482,0.01143
12467,Nuncius-Journal of the History of Science,NUNCIUS,0394-7394,40,0.098,0.049,0.096,0.000,17,Not Available,10.4,0.000020,0.027,100.00,2.840,0.00350
12467,Nuncius-Journal of the History of Science,NUNCIUS,0394-7394,40,0.098,0.049,0.096,0.000,17,Not Available,10.4,0.000020,0.027,100.00,2.840,0.00350
12469,Buffalo Bulletin,BUFFALO BULL,0125-6726,195,0.096,0.096,0.177,0.013,76,5.7,10.3,0.000290,0.035,96.05,0.820,0.03563
12470,Postmedieval-A Journal of Medieval Cultural Studies,POSTMEDIEVAL,2040-5960,76,0.095,0.081,0.218,0.032,31,Not Available,10.3,0.000020,0.010,90.32,1.220,0.00262
12470,SOZIALE WELT-ZEITSCHRIFT FUR SOZIALWISSENSCHAFTLICHE FORSCHUNG UND PRAXIS,SOZ WELT,0038-6073,210,0.095,0.071,0.308,0.500,6,10.3,9.9,0.000170,0.125,100.00,0.338,0.02045
12472,Berichte zur Wissenschaftsgeschichte,BER WISSGESCH,0170-6233,62,0.094,0.094,0.114,0.111,45,Not Available,10.2,0.000050,0.054,93.33,0.947,0.00666
12472,Berichte zur Wissenschaftsgeschichte,BER WISSGESCH,0170-6233,62,0.094,0.094,0.114,0.111,45,Not Available,10.2,0.000050,0.054,93.33,0.947,0.00666
12474,Ljetopis Socijalnog Rada,LJETOP SOC RADA,1846-5412,46,0.093,0.093,0.202,0.000,18,Not Available,10.1,0.000040,0.030,72.22,1.163,0.00535
12475,London Journal,LOND J,0305-8034,111,0.091,0.091,0.197,0.000,14,10.3,10.4,0.000000,0.008,100.00,1.803,0.00095
12476,ACTA BIOQUIMICA CLINICA LATINOAMERICANA,ACTA BIOQUIM CLIN L,0325-2957,97,0.088,0.018,0.145,0.000,41,Not Available,8.9,0.000030,0.012,100.00,1.724,0.00455
12477,Cuadernos de Desarrollo Rural,CUAD DESARRO RURAL,0122-1450,125,0.087,0.087,0.588,0.000,12,7.3,10.0,0.000090,0.080,100.00,0.877,0.01074
12477,Romanian Journal of Political Science,ROM J POLIT SCI,1582-456X,44,0.087,0.043,0.246,0.000,4,Not Available,10.0,0.000030,0.052,100.00,0.284,0.00469
12479,Tijdschrift voor Communicatiewetenschap,TIJDSCHR COMMUNWET,1384-6930,45,0.086,0.057,0.196,0.000,18,Not Available,7.5,0.000070,0.062,100.00,0.568,0.00942
12480,BULLETIN DE L ACADEMIE NATIONALE DE MEDECINE,B ACAD NAT MED PARIS,0001-4079,473,0.083,0.025,0.141,0.039,103,10.2,6.2,0.000170,0.026,100.00,1.563,0.02108
12481,Diabetes Stoffwechsel und Herz,DIABETES STOFFWECH H,1861-7603,35,0.082,0.041,0.103,0.053,19,Not Available,7.5,0.000040,0.024,57.89,1.034,0.00521
12482,Review of Network Economics,REV NETW ECON,2194-5993,287,0.080,0.080,0.803,0.000,2,Not Available,10.1,0.000530,0.663,100.00,0.413,0.06352
12482,ZEITSCHRIFT FUR BIBLIOTHEKSWESEN UND BIBLIOGRAPHIE,Z BIBL BIBL,0044-2380,33,0.080,0.040,0.123,0.000,22,Not Available,10.0,0.000000,0.006,100.00,3.933,0.00117
12482,Zeitschrift fur Arznei- & Gewurzpflanzen,Z ARZNEI- GEWURZPFLA,1431-9292,47,0.080,0.060,0.100,0.045,22,Not Available,10.2,0.000020,0.017,95.45,1.096,0.00267
12485,SEA TECHNOLOGY,SEA TECHNOL,0093-3651,166,0.076,0.076,0.092,0.048,62,Not Available,10.1,0.000120,0.019,100.00,3.571,0.01449
12486,ATW-INTERNATIONAL JOURNAL FOR NUCLEAR POWER,ATW-INT J NUCL POWER,1431-5254,57,0.075,0.062,0.066,0.052,77,Not Available,8.7,0.000120,0.022,98.70,4.412,0.01448
12486,Atlantis-Journal of the Spanish Association of Anglo-American Studies,ATLANTIS-SPAIN,0210-6124,84,0.075,0.075,0.255,0.000,20,Not Available,10.2,0.000050,0.041,100.00,1.359,0.00612
12486,Journal of Neurological Sciences-Turkish,J NEUROL SCI-TURK,1302-1664,89,0.075,0.075,0.061,Not Available,0,Not Available,Not Available,0.000050,0.011,Not Available,0.187,0.00696
12489,Implantologie,IMPLANTOLOGIE,0943-9692,43,0.074,0.015,0.114,0.067,30,Not Available,7.1,0.000050,0.028,100.00,0.549,0.00688
12489,NORTHERN HISTORY,NORTHERN HIST,0078-172X,85,0.074,0.074,0.215,0.000,6,Not Available,10.4,0.000130,0.133,100.00,0.526,0.01650
12491,OIL & GAS JOURNAL,OIL GAS J,0030-1388,992,0.072,0.072,0.071,0.051,118,10.3,5.4,0.000540,0.021,99.15,1.559,0.06527
12492,Dialectologia et Geolinguistica,DIALECTOL GEOLINGUIS,0942-4040,14,0.071,0.000,0.114,0.143,7,Not Available,10.3,0.000010,0.028,100.00,0.815,0.00154
12492,ESTUDIOS FILOLOGICOS,ESTUD FILOL-VALDIVIA,0071-1713,49,0.071,0.071,0.098,0.000,36,Not Available,10.3,0.000030,0.028,100.00,0.815,0.00448
12492,Kuwait Medical Journal,KUWAIT MED J,0023-5776,88,0.071,0.071,0.107,0.015,68,Not Available,9.9,0.000060,0.017,92.65,0.938,0.00753
12492,PSYCHIATRIE DE L ENFANT,PSYCHIAT ENFANT,0079-726X,82,0.071,0.024,0.157,0.000,21,Not Available,10.3,0.000080,0.062,95.24,0.347,0.01057
12492,PSYCHIATRIE DE L ENFANT,PSYCHIAT ENFANT,0079-726X,82,0.071,0.024,0.157,0.000,21,Not Available,10.3,0.000080,0.062,95.24,0.347,0.01057
12492,SCANDINAVIAN JOURNAL OF LABORATORY ANIMAL SCIENCE,SCAND J LAB ANIM SCI,0901-3393,118,0.071,0.071,0.242,0.333,6,10.2,10.2,0.000020,0.046,100.00,3.191,0.00239
12498,INDIAN JOURNAL OF HETEROCYCLIC CHEMISTRY,INDIAN J HETEROCY CH,0971-1627,292,0.068,0.060,0.053,0.029,68,10.4,10.0,0.000020,0.006,98.53,0.877,0.00321
12498,Journal of the Hellenic Veterinary Medical Society,J HELL VET MED SOC,1792-2720,47,0.068,0.060,0.141,0.027,73,Not Available,10.1,0.000050,0.023,90.41,2.482,0.00661
12500,DEUTSCHE LEBENSMITTEL-RUNDSCHAU,DEUT LEBENSM-RUNDSCH,0012-0413,212,0.067,0.037,0.065,0.115,61,10.4,7.0,0.000050,0.013,100.00,0.370,0.00676
12500,JOURNAL OF THE PROFESSIONAL ASSOCIATION FOR CACTUS DEVELOPMENT,J PROF ASSOC CACTUS,1938-663X,118,0.067,0.067,0.375,0.000,5,10.3,10.2,0.000040,0.097,100.00,1.389,0.00488
12502,JOURNAL OF ENHANCED HEAT TRANSFER,J ENHANC HEAT TRANSF,1065-5131,311,0.066,0.066,0.342,0.000,27,10.2,10.3,0.000160,0.083,92.59,0.998,0.01944
12503,KLEINTIERPRAXIS,KLEINTIERPRAXIS,0023-2076,90,0.065,0.043,0.068,0.048,42,Not Available,10.2,0.000040,0.013,95.24,1.773,0.00502
12504,African and Asian Studies,AFR ASIAN STUD,1569-2094,111,0.059,0.059,0.230,0.077,13,8.8,10.1,0.000070,0.066,100.00,0.676,0.00908
12505,LIBRARY AND INFORMATION SCIENCE,LIBR INFORM SC,0373-4447,31,0.056,0.056,0.300,0.000,8,Not Available,7.6,0.000020,0.055,100.00,2.809,0.00346
12506,EKOLOJI,EKOLOJI,1300-1361,192,0.053,0.053,0.579,0.004,249,7.0,5.6,0.000170,0.111,100.00,0.909,0.02112
12506,REVUE D ETUDES COMPARATIVES EST-OUEST,REV ETUD COMP EST-O,0338-0599,40,0.053,0.053,0.093,0.000,16,Not Available,10.0,0.000010,0.008,81.25,0.138,0.00128
12508,AEROSPACE AMERICA,AEROSPACE AM,0740-722X,83,0.050,0.040,0.041,0.041,49,Not Available,Not Available,0.000030,0.006,100.00,1.613,0.00368
